EUR1M Curncy - Date,EUR1M Curncy - Last Price,JPY1M Curncy - Date,JPY1M Curncy - Last Price,GBP1M Curncy - Date,GBP1M Curncy - Last Price,CAD1M Curncy -  Date,CAD1M Curncy - Last Price
2008-01-16,-2.15,2008-01-16,-32.27,2008-01-16,-25.7,2008-01-16,0.95
2008-01-15,-1.85,2008-01-15,-32.98,2008-01-15,-26.41,2008-01-15,0.65
2008-01-14,-1.7,2008-01-14,-34.59,2008-01-14,-27.45,2008-01-14,0.35
2008-01-11,-1,2008-01-11,-35.7,2008-01-11,-25.47,2008-01-11,-0.15
2008-01-10,0.27,2008-01-10,-33.66,2008-01-10,-22.78,2008-01-10,-0.95
2008-01-09,2.05,2008-01-09,-35.66,2008-01-09,-18.71,2008-01-09,-1.2
2008-01-08,2.35,2008-01-08,-36.87,2008-01-08,-19.95,2008-01-08,-1.05
2008-01-07,3.02,2008-01-07,-38.41,2008-01-07,-20.3,2008-01-07,-1.45
2008-01-04,3.87,2008-01-04,-35.72,2008-01-04,-17.5,2008-01-04,-2.27
2008-01-03,5.1,2008-01-03,-36.23,2008-01-03,-15.98,2008-01-03,-2.45
2008-01-02,6.39,2008-01-02,-37.06,2008-01-02,-16.7,2008-01-02,-3.43
2008-01-01,8.22,2008-01-01,-37.8,2008-01-01,-17.2,2008-01-01,-3.96
2007-12-31,8.28,2007-12-31,-38.28,2007-12-31,-17.51,2007-12-31,-4.05
2007-12-28,8.7,2007-12-28,-38.26,2007-12-28,-18.05,2007-12-28,-4.65
2007-12-27,11.55,2007-12-27,-38.89,2007-12-27,-16,2007-12-27,-4.14
2007-12-26,8.15,2007-12-26,-45.15,2007-12-26,-16.11,2007-12-26,-2.6
2007-12-25,8.11,2007-12-25,-44.54,2007-12-25,-13.44,2007-12-25,-3.21
2007-12-24,8,2007-12-24,-45.15,2007-12-24,-14.02,2007-12-24,-2.47
2007-12-21,8.24,2007-12-21,-45.41,2007-12-21,-16.85,2007-12-21,-2.67
2007-12-20,7.3,2007-12-20,-42.47,2007-12-20,-18.41,2007-12-20,-1.65
2007-12-19,5.78,2007-12-19,-42.6,2007-12-19,-19.35,2007-12-19,-1.25
2007-12-18,8.63,2007-12-18,-45.65,2007-12-18,-21.35,2007-12-18,-1.25
2007-12-17,8.35,2007-12-17,-49.63,2007-12-17,-22.55,2007-12-17,-1.09
2007-12-14,5.91,2007-12-14,-41.88,2007-12-14,-21.85,2007-12-14,-1.08
2007-12-13,4.6,2007-12-13,-39.93,2007-12-13,-23.3,2007-12-13,-1.18
2007-12-12,4,2007-12-12,-40.53,2007-12-12,-23.3,2007-12-12,-0.69
2007-12-11,5.92,2007-12-11,-41.55,2007-12-11,-22.47,2007-12-11,-1.56
2007-12-10,6.6,2007-12-10,-46.05,2007-12-10,-21.6,2007-12-10,-2.71
2007-12-07,6.95,2007-12-07,-41.79,2007-12-07,-19.6,2007-12-07,-3.54
2007-12-06,8.69,2007-12-06,-41.04,2007-12-06,-18.9,2007-12-06,-3.75
2007-12-05,9.61,2007-12-05,-41.92,2007-12-05,-18.3,2007-12-05,-5.5
2007-12-04,10.38,2007-12-04,-43.01,2007-12-04,-18.52,2007-12-04,-5.38
2007-12-03,10.36,2007-12-03,-44.92,2007-12-03,-19.86,2007-12-03,-5
2007-11-30,10.4,2007-11-30,-42.61,2007-11-30,-19.1,2007-11-30,-4
2007-11-29,10.05,2007-11-29,-43.72,2007-11-29,-24.17,2007-11-29,-2.9
2007-11-28,11.3,2007-11-28,-37.3,2007-11-28,-19.5,2007-11-28,-2.47
2007-11-27,10.15,2007-11-27,-36.94,2007-11-27,-19.96,2007-11-27,-2.1
2007-11-26,8.1,2007-11-26,-37.61,2007-11-26,-19.15,2007-11-26,-1.6
2007-11-23,7.55,2007-11-23,-37.62,2007-11-23,-20.51,2007-11-23,-1.59
2007-11-22,7.44,2007-11-22,-37.75,2007-11-22,-20.1,2007-11-22,-1.49
2007-11-21,7.3,2007-11-21,-37.75,2007-11-21,-20.21,2007-11-21,-1.34
2007-11-20,7.95,2007-11-20,-38.66,2007-11-20,-20.63,2007-11-20,-1.12
2007-11-19,7.9,2007-11-19,-38.45,2007-11-19,-20.18,2007-11-19,-0.9
2007-11-16,7.9,2007-11-16,-38.78,2007-11-16,-19.56,2007-11-16,-0.42
2007-11-15,7.65,2007-11-15,-38.84,2007-11-15,-18.38,2007-11-15,-0.5
2007-11-14,7.78,2007-11-14,-39.11,2007-11-14,-19.75,2007-11-14,-0.04
2007-11-13,7.27,2007-11-13,-39.97,2007-11-13,-22.22,2007-11-13,0.05
2007-11-12,6.57,2007-11-12,-36.79,2007-11-12,-20.2,2007-11-12,-0.06
2007-11-09,6.6,2007-11-09,-37.34,2007-11-09,-20.11,2007-11-09,-0.05
2007-11-08,6.65,2007-11-08,-38.11,2007-11-08,-20.15,2007-11-08,0.33
2007-11-07,7,2007-11-07,-39.5,2007-11-07,-19.76,2007-11-07,0.03
2007-11-06,7.35,2007-11-06,-41.72,2007-11-06,-19.59,2007-11-06,-0.05
2007-11-05,7.07,2007-11-05,-39.01,2007-11-05,-18.28,2007-11-05,-0.05
2007-11-02,6.95,2007-11-02,-39.05,2007-11-02,-19.11,2007-11-02,-0.09
2007-11-01,6.65,2007-11-01,-39.32,2007-11-01,-19.26,2007-11-01,-0.35
2007-10-31,7.28,2007-10-31,-40.95,2007-10-31,-20.07,2007-10-31,-0.85
2007-10-30,7.95,2007-10-30,-41.93,2007-10-30,-20.61,2007-10-30,-0.95
2007-10-29,7.65,2007-10-29,-39.15,2007-10-29,-19.55,2007-10-29,-0.85
2007-10-26,7,2007-10-26,-40.52,2007-10-26,-20.28,2007-10-26,-0.68
2007-10-25,7.1,2007-10-25,-40.83,2007-10-25,-20,2007-10-25,-0.62
2007-10-24,7.78,2007-10-24,-41.18,2007-10-24,-19.55,2007-10-24,-1.01
2007-10-23,8.74,2007-10-23,-43.2,2007-10-23,-19.31,2007-10-23,-1.17
2007-10-22,9.02,2007-10-22,-44.27,2007-10-22,-19.71,2007-10-22,-1.64
2007-10-19,8.78,2007-10-19,-45.88,2007-10-19,-18.08,2007-10-19,-1.45
2007-10-18,9.83,2007-10-18,-46.25,2007-10-18,-17.75,2007-10-18,-1.75
2007-10-17,10.17,2007-10-17,-43.5,2007-10-17,-16.04,2007-10-17,-2.06
2007-10-16,10.81,2007-10-16,-45.06,2007-10-16,-16.74,2007-10-16,-1.96
2007-10-15,11.26,2007-10-15,-46.39,2007-10-15,-17.51,2007-10-15,-2.28
2007-10-12,10.66,2007-10-12,-43.41,2007-10-12,-16.28,2007-10-12,-1.93
2007-10-11,10.83,2007-10-11,-43.71,2007-10-11,-15.87,2007-10-11,-2.3
2007-10-10,10.93,2007-10-10,-45.48,2007-10-10,-16.13,2007-10-10,-1.84
2007-10-09,10.72,2007-10-09,-47.07,2007-10-09,-16.43,2007-10-09,-1.68
2007-10-08,10.04,2007-10-08,-48.69,2007-10-08,-14.97,2007-10-08,-2.16
2007-10-05,9.91,2007-10-05,-48.68,2007-10-05,-14.86,2007-10-05,-1.95
2007-10-04,9.9,2007-10-04,-44.07,2007-10-04,-14.89,2007-10-04,-2.47
2007-10-03,11.24,2007-10-03,-44.06,2007-10-03,-13.66,2007-10-03,-2.47
2007-10-02,11.29,2007-10-02,-44.9,2007-10-02,-14.27,2007-10-02,-2.72
2007-10-01,12.17,2007-10-01,-46.52,2007-10-01,-14.02,2007-10-01,-3.73
2007-09-28,11.4,2007-09-28,-43.34,2007-09-28,-13.32,2007-09-28,-3.6
2007-09-27,11.02,2007-09-27,-43.02,2007-09-27,-14.89,2007-09-27,-2.61
2007-09-26,11.88,2007-09-26,-45.04,2007-09-26,-15.16,2007-09-26,-3.02
2007-09-25,10.4,2007-09-25,-44.72,2007-09-25,-15.37,2007-09-25,-3.02
2007-09-24,9.75,2007-09-24,-41.93,2007-09-24,-15.48,2007-09-24,-2.8
2007-09-21,9.71,2007-09-21,-42.23,2007-09-21,-14.65,2007-09-21,-2.62
2007-09-20,9.65,2007-09-20,-41.29,2007-09-20,-14.71,2007-09-20,-2.76
2007-09-19,6.49,2007-09-19,-42.86,2007-09-19,-16.27,2007-09-19,-2.73
2007-09-18,12.71,2007-09-18,-47.47,2007-09-18,-16.58,2007-09-18,-3.34
2007-09-17,12.36,2007-09-17,-44.19,2007-09-17,-15.67,2007-09-17,-3.18
2007-09-14,12.76,2007-09-14,-44.32,2007-09-14,-14.24,2007-09-14,-3.2
2007-09-13,13.65,2007-09-13,-45.4,2007-09-13,-14.15,2007-09-13,-4.59
2007-09-12,15.36,2007-09-12,-47.45,2007-09-12,-13.99,2007-09-12,-4.38
2007-09-11,16.39,2007-09-11,-50.61,2007-09-11,-14.27,2007-09-11,-5.06
2007-09-10,15.71,2007-09-10,-47.71,2007-09-10,-12.12,2007-09-10,-4.75
2007-09-07,15.57,2007-09-07,-47.56,2007-09-07,-12.27,2007-09-07,-5.75
2007-09-06,17.17,2007-09-06,-49.5,2007-09-06,-10.64,2007-09-06,-7.66
2007-09-05,17.4,2007-09-05,-52.47,2007-09-05,-11.5,2007-09-05,-7.1
2007-09-04,18.86,2007-09-04,-55.28,2007-09-04,-11.78,2007-09-04,-8.04
2007-09-03,18.46,2007-09-03,-49.65,2007-09-03,-8.99,2007-09-03,-8.03
2007-08-31,15.41,2007-08-31,-49.31,2007-08-31,-11.6,2007-08-31,-7.2
2007-08-30,16.73,2007-08-30,-48.25,2007-08-30,-12.13,2007-08-30,-6.99
2007-08-29,16.01,2007-08-29,-44.89,2007-08-29,-10.4,2007-08-29,-5.88
2007-08-28,13.2,2007-08-28,-44.03,2007-08-28,-12.01,2007-08-28,-3.5
2007-08-27,13,2007-08-27,-46.13,2007-08-27,-12.99,2007-08-27,-3.61
2007-08-24,13.59,2007-08-24,-47.87,2007-08-24,-13.31,2007-08-24,-2.6
2007-08-23,12.95,2007-08-23,-47.3,2007-08-23,-14.18,2007-08-23,-3.25
2007-08-22,12.9,2007-08-22,-47.83,2007-08-22,-14.15,2007-08-22,-5.5
2007-08-21,13.3,2007-08-21,-49.06,2007-08-21,-15.4,2007-08-21,-7.15
2007-08-20,14.63,2007-08-20,-51.34,2007-08-20,-15.05,2007-08-20,-6.55
2007-08-17,13.71,2007-08-17,-45.82,2007-08-17,-14.5,2007-08-17,-5.95
2007-08-16,13.71,2007-08-16,-46.45,2007-08-16,-15.8,2007-08-16,-6.2
2007-08-15,14.43,2007-08-15,-50.15,2007-08-15,-12.55,2007-08-15,-5.9
2007-08-14,15.75,2007-08-14,-51.77,2007-08-14,-9.75,2007-08-14,-7.05
2007-08-13,16.87,2007-08-13,-54.5,2007-08-13,-10.65,2007-08-13,-7.9
2007-08-10,17.05,2007-08-10,-51.91,2007-08-10,-8.94,2007-08-10,-7.8
2007-08-09,15.81,2007-08-09,-49.02,2007-08-09,-8.26,2007-08-09,-8.05
2007-08-08,15.04,2007-08-08,-48.21,2007-08-08,-7.45,2007-08-08,-7.36
2007-08-07,14.9,2007-08-07,-49.08,2007-08-07,-8.73,2007-08-07,-7.68
2007-08-06,15.46,2007-08-06,-50.69,2007-08-06,-9.1,2007-08-06,-7.45
2007-08-03,14.37,2007-08-03,-47.08,2007-08-03,-8.06,2007-08-03,-7.45
2007-08-02,14.41,2007-08-02,-47.85,2007-08-02,-7.99,2007-08-02,-7.78
2007-08-01,14.88,2007-08-01,-49.48,2007-08-01,-8.55,2007-08-01,-7.96
2007-07-31,15.4,2007-07-31,-50.75,2007-07-31,-8.95,2007-07-31,-8.45
2007-07-30,15.78,2007-07-30,-52.37,2007-07-30,-9.25,2007-07-30,-7.51
2007-07-27,14.3,2007-07-27,-47.8,2007-07-27,-8.44,2007-07-27,-7.45
2007-07-26,14.25,2007-07-26,-47.71,2007-07-26,-8.45,2007-07-26,-7.35
2007-07-25,14.32,2007-07-25,-48.55,2007-07-25,-8.98,2007-07-25,-7.51
2007-07-24,14.85,2007-07-24,-49.94,2007-07-24,-9.2,2007-07-24,-7.76
2007-07-23,15.33,2007-07-23,-51.87,2007-07-23,-9.39,2007-07-23,-7.2
2007-07-20,14.4,2007-07-20,-48.82,2007-07-20,-8.52,2007-07-20,-7.15
2007-07-19,14.38,2007-07-19,-49.22,2007-07-19,-8.51,2007-07-19,-7.15
2007-07-18,14.43,2007-07-18,-49.28,2007-07-18,-8.68,2007-07-18,-7.36
2007-07-17,14.67,2007-07-17,-51,2007-07-17,-9.12,2007-07-17,-7.61
2007-07-16,15.28,2007-07-16,-52.4,2007-07-16,-9.05,2007-07-16,-7.15
2007-07-13,14.45,2007-07-13,-52.38,2007-07-13,-8.34,2007-07-13,-7.06
2007-07-12,14.47,2007-07-12,-49.4,2007-07-12,-8.31,2007-07-12,-7.12
2007-07-11,14.44,2007-07-11,-49.5,2007-07-11,-8.43,2007-07-11,-7.25
2007-07-10,14.89,2007-07-10,-50.72,2007-07-10,-8.81,2007-07-10,-7.65
2007-07-09,15.18,2007-07-09,-52.96,2007-07-09,-9.08,2007-07-09,-7.05
2007-07-06,14.27,2007-07-06,-49.75,2007-07-06,-8.75,2007-07-06,-7.31
2007-07-05,14.25,2007-07-05,-49.55,2007-07-05,-8.45,2007-07-05,-7.86
2007-07-04,14.4,2007-07-04,-49.6,2007-07-04,-7.6,2007-07-04,-8.21
2007-07-03,14.88,2007-07-03,-50.98,2007-07-03,-8.12,2007-07-03,-8.4
2007-07-02,14.84,2007-07-02,-50.92,2007-07-02,-8,2007-07-02,-7.91
2007-06-29,14.24,2007-06-29,-49.5,2007-06-29,-7.88,2007-06-29,-8.06
2007-06-28,14.1,2007-06-28,-49.41,2007-06-28,-7.3,2007-06-28,-8.35
2007-06-27,14.57,2007-06-27,-50.82,2007-06-27,-6.6,2007-06-27,-8.51
2007-06-26,14.47,2007-06-26,-50.94,2007-06-26,-6.65,2007-06-26,-7.95
2007-06-25,13.55,2007-06-25,-48,2007-06-25,-5.95,2007-06-25,-8.11
2007-06-22,13.57,2007-06-22,-48.04,2007-06-22,-5.98,2007-06-22,-8.16
2007-06-21,13.46,2007-06-21,-47.95,2007-06-21,-6.05,2007-06-21,-8.85
2007-06-20,13.94,2007-06-20,-49.58,2007-06-20,-5.75,2007-06-20,-9.06
2007-06-19,14.42,2007-06-19,-51.14,2007-06-19,-4.63,2007-06-19,-8.7
2007-06-18,13.49,2007-06-18,-48.15,2007-06-18,-4.35,2007-06-18,-8.85
2007-06-15,13.5,2007-06-15,-48,2007-06-15,-4.18,2007-06-15,-8.75
2007-06-14,13.4,2007-06-14,-47.7,2007-06-14,-3.95,2007-06-14,-8.85
2007-06-13,13.89,2007-06-13,-50.81,2007-06-13,-4.3,2007-06-13,-9.41
2007-06-12,14.32,2007-06-12,-51.94,2007-06-12,-4.61,2007-06-12,-9.55
2007-06-11,13.45,2007-06-11,-47.4,2007-06-11,-4.25,2007-06-11,-9.15
2007-06-08,13.49,2007-06-08,-47.44,2007-06-08,-4.12,2007-06-08,-9.25
2007-06-07,13.77,2007-06-07,-47.08,2007-06-07,-4.03,2007-06-07,-9.73
2007-06-06,14.75,2007-06-06,-48.7,2007-06-06,-4.83,2007-06-06,-9.65
2007-06-05,15.29,2007-06-05,-50.49,2007-06-05,-4.96,2007-06-05,-9.45
2007-06-04,14.4,2007-06-04,-47.42,2007-06-04,-4.7,2007-06-04,-9.3
2007-06-01,14.38,2007-06-01,-47.55,2007-06-01,-4.55,2007-06-01,-10.15
2007-05-31,14.89,2007-05-31,-48.9,2007-05-31,-4.27,2007-05-31,-10.45
2007-05-30,15.19,2007-05-30,-48.85,2007-05-30,-4.26,2007-05-30,-9.53
2007-05-29,14.38,2007-05-29,-45.77,2007-05-29,-4.03,2007-05-29,-9.15
2007-05-28,14.9,2007-05-28,-47.45,2007-05-28,-3.5,2007-05-28,-9.86
2007-05-25,15.41,2007-05-25,-49.01,2007-05-25,-4.4,2007-05-25,-9.85
2007-05-24,15.39,2007-05-24,-48.85,2007-05-24,-4.4,2007-05-24,-9.81
2007-05-23,15.77,2007-05-23,-49,2007-05-23,-4.35,2007-05-23,-10.25
2007-05-22,16.33,2007-05-22,-50.51,2007-05-22,-4.35,2007-05-22,-10.55
2007-05-21,16.87,2007-05-21,-52.07,2007-05-21,-4.32,2007-05-21,-9.91
2007-05-18,16.11,2007-05-18,-48.75,2007-05-18,-4.06,2007-05-18,-9.95
2007-05-17,16.17,2007-05-17,-48.89,2007-05-17,-4.07,2007-05-17,-10.03
2007-05-16,16.52,2007-05-16,-48.51,2007-05-16,-3.99,2007-05-16,-10.15
2007-05-15,17.11,2007-05-15,-49.91,2007-05-15,-4.26,2007-05-15,-10.76
2007-05-14,17.6,2007-05-14,-51.41,2007-05-14,-4.5,2007-05-14,-10.16
2007-05-11,16.67,2007-05-11,-48.23,2007-05-11,-4.25,2007-05-11,-10.11
2007-05-10,16.82,2007-05-10,-48.05,2007-05-10,-4.15,2007-05-10,-10.11
2007-05-09,17.05,2007-05-09,-48.12,2007-05-09,-4.5,2007-05-09,-10.41
2007-05-08,17.53,2007-05-08,-49.7,2007-05-08,-5.05,2007-05-08,-10.75
2007-05-07,18.05,2007-05-07,-51.27,2007-05-07,-4.55,2007-05-07,-10.11
2007-05-04,17,2007-05-04,-48.22,2007-05-04,-4.59,2007-05-04,-10.11
2007-05-03,16.95,2007-05-03,-48.29,2007-05-03,-3.93,2007-05-03,-10.16
2007-05-02,17.04,2007-05-02,-48.18,2007-05-02,-3.3,2007-05-02,-10.55
2007-05-01,17.56,2007-05-01,-48.03,2007-05-01,-3.13,2007-05-01,-10.88
2007-04-30,17.66,2007-04-30,-50.89,2007-04-30,-3.05,2007-04-30,-10.2
2007-04-27,18.22,2007-04-27,-50.99,2007-04-27,-2.56,2007-04-27,-10.25
2007-04-26,17.07,2007-04-26,-47.76,2007-04-26,-2.35,2007-04-26,-10.49
2007-04-25,17.65,2007-04-25,-52.08,2007-04-25,-2.35,2007-04-25,-10.95
2007-04-24,18.11,2007-04-24,-50.55,2007-04-24,-2.15,2007-04-24,-9.86
2007-04-23,16.75,2007-04-23,-46.07,2007-04-23,-1.6,2007-04-23,-9.86
2007-04-20,16.41,2007-04-20,-46.11,2007-04-20,-1.46,2007-04-20,-9.85
2007-04-19,16.45,2007-04-19,-46.02,2007-04-19,-1.32,2007-04-19,-10.63
2007-04-18,17.04,2007-04-18,-47.69,2007-04-18,-1.15,2007-04-18,-11.05
2007-04-17,17.03,2007-04-17,-49.3,2007-04-17,-1.25,2007-04-17,-10.05
2007-04-16,16.45,2007-04-16,-49.58,2007-04-16,-0.51,2007-04-16,-10.05
2007-04-13,16.45,2007-04-13,-46.35,2007-04-13,-0.33,2007-04-13,-10.15
2007-04-12,16.38,2007-04-12,-46.3,2007-04-12,-0.22,2007-04-12,-10.45
2007-04-11,16.79,2007-04-11,-47.94,2007-04-11,-0.17,2007-04-11,-10.94
2007-04-10,17.37,2007-04-10,-49.34,2007-04-10,-0.31,2007-04-10,-10.25
2007-04-09,16.15,2007-04-09,-46.4,2007-04-09,0.05,2007-04-09,-10.15
2007-04-06,16.22,2007-04-06,-46.35,2007-04-06,0.05,2007-04-06,-10.05
2007-04-05,16.27,2007-04-05,-46.09,2007-04-05,0.13,2007-04-05,-10.15
2007-04-04,16.14,2007-04-04,-47.64,2007-04-04,-1.6,2007-04-04,-10.74
2007-04-03,17.11,2007-04-03,-49.17,2007-04-03,-2.05,2007-04-03,-10.2
2007-04-02,16.05,2007-04-02,-50.19,2007-04-02,-1.73,2007-04-02,-10.21
2007-03-30,16.06,2007-03-30,-51.62,2007-03-30,-1.15,2007-03-30,-10.3
2007-03-29,16.02,2007-03-29,-45.59,2007-03-29,-1.16,2007-03-29,-10.85
2007-03-28,16.66,2007-03-28,-42.16,2007-03-28,-0.86,2007-03-28,-10.83
2007-03-27,17.12,2007-03-27,-44,2007-03-27,-1.05,2007-03-27,-11.08
2007-03-26,17.57,2007-03-26,-45.01,2007-03-26,-0.07,2007-03-26,-10.45
2007-03-23,16.5,2007-03-23,-46.41,2007-03-23,-1.16,2007-03-23,-10.43
2007-03-22,16.55,2007-03-22,-46.27,2007-03-22,-0.91,2007-03-22,-10.4
2007-03-21,16.52,2007-03-21,-45.9,2007-03-21,-0.7,2007-03-21,-10.7
2007-03-20,17.06,2007-03-20,-45.81,2007-03-20,-0.98,2007-03-20,-11.01
2007-03-19,17.54,2007-03-19,-47.4,2007-03-19,-0.6,2007-03-19,-10.45
2007-03-16,16.55,2007-03-16,-45.6,2007-03-16,-0.55,2007-03-16,-10.53
2007-03-15,16.45,2007-03-15,-45.98,2007-03-15,-0.58,2007-03-15,-10.7
2007-03-14,16.41,2007-03-14,-46.04,2007-03-14,-0.48,2007-03-14,-10.75
2007-03-13,16.9,2007-03-13,-47.31,2007-03-13,-0.47,2007-03-13,-11
2007-03-12,17.36,2007-03-12,-49.5,2007-03-12,-0.48,2007-03-12,-10.47
2007-03-09,16.38,2007-03-09,-46.88,2007-03-09,-0.29,2007-03-09,-10.55
2007-03-08,16.5,2007-03-08,-46.47,2007-03-08,-0.26,2007-03-08,-10.55
2007-03-07,17.44,2007-03-07,-46.12,2007-03-07,-0.86,2007-03-07,-10.85
2007-03-06,18.01,2007-03-06,-47.74,2007-03-06,-0.83,2007-03-06,-11.45
2007-03-05,18.65,2007-03-05,-48.65,2007-03-05,-0.68,2007-03-05,-11.73
2007-03-02,19.3,2007-03-02,-45.98,2007-03-02,-0.91,2007-03-02,-10.85
2007-03-01,17.37,2007-03-01,-46.37,2007-03-01,-0.95,2007-03-01,-10.65
2007-02-28,17.61,2007-02-28,-46.7,2007-02-28,-0.58,2007-02-28,-10.75
2007-02-27,18.33,2007-02-27,-48.26,2007-02-27,-0.48,2007-02-27,-10.25
2007-02-26,17.17,2007-02-26,-46.66,2007-02-26,-0.68,2007-02-26,-9.45
2007-02-23,16.17,2007-02-23,-43.67,2007-02-23,-0.62,2007-02-23,-9.45
2007-02-22,16.18,2007-02-22,-44.01,2007-02-22,-0.59,2007-02-22,-9.53
2007-02-21,16.48,2007-02-21,-43.77,2007-02-21,-0.65,2007-02-21,-9.45
2007-02-20,16.61,2007-02-20,-44.21,2007-02-20,-0.58,2007-02-20,-9.55
2007-02-19,16.71,2007-02-19,-45.76,2007-02-19,-0.45,2007-02-19,-9.45
2007-02-16,16.77,2007-02-16,-44.23,2007-02-16,-0.45,2007-02-16,-9.45
2007-02-15,16.77,2007-02-15,-44.09,2007-02-15,-0.27,2007-02-15,-9.55
2007-02-14,17.1,2007-02-14,-45.37,2007-02-14,-0.4,2007-02-14,-9.55
2007-02-13,17.06,2007-02-13,-45.55,2007-02-13,-0.32,2007-02-13,-9.5
2007-02-12,16.95,2007-02-12,-45.96,2007-02-12,-0.54,2007-02-12,-9.55
2007-02-09,17.07,2007-02-09,-45.93,2007-02-09,-0.39,2007-02-09,-9.55
2007-02-08,17.09,2007-02-08,-45.68,2007-02-08,-0.07,2007-02-08,-9.55
2007-02-07,17.09,2007-02-07,-45.45,2007-02-07,-1.04,2007-02-07,-9.55
2007-02-06,17.03,2007-02-06,-45.3,2007-02-06,-1.21,2007-02-06,-9.65
2007-02-05,17.02,2007-02-05,-45.45,2007-02-05,-1.15,2007-02-05,-9.55
2007-02-02,17.08,2007-02-02,-45.75,2007-02-02,-0.9,2007-02-02,-9.5
2007-02-01,17.1,2007-02-01,-45.65,2007-02-01,-0.9,2007-02-01,-9.55
2007-01-31,17.15,2007-01-31,-45.84,2007-01-31,-0.4,2007-01-31,-9.55
2007-01-30,17.08,2007-01-30,-46.28,2007-01-30,-0.3,2007-01-30,-9.55
2007-01-29,17.05,2007-01-29,-46.3,2007-01-29,-0.55,2007-01-29,-9.95
2007-01-26,17.54,2007-01-26,-47.8,2007-01-26,-0.6,2007-01-26,-10.25
2007-01-25,18.15,2007-01-25,-49.2,2007-01-25,-0.68,2007-01-25,-10.75
2007-01-24,18.79,2007-01-24,-50.84,2007-01-24,-0.55,2007-01-24,-11
2007-01-23,19.47,2007-01-23,-52.7,2007-01-23,-1.3,2007-01-23,-11.35
2007-01-22,19.92,2007-01-22,-54.35,2007-01-22,-0.1,2007-01-22,-10.65
2007-01-19,18.77,2007-01-19,-51.04,2007-01-19,-0.15,2007-01-19,-10.65
2007-01-18,18.78,2007-01-18,-51.07,2007-01-18,-0.02,2007-01-18,-10.95
2007-01-17,19.34,2007-01-17,-52.1,2007-01-17,-0.1,2007-01-17,-11.18
2007-01-16,19.95,2007-01-16,-52.9,2007-01-16,-0.15,2007-01-16,-11.4
2007-01-15,20.52,2007-01-15,-53.88,2007-01-15,-0.07,2007-01-15,-11.55
2007-01-12,18.76,2007-01-12,-49.2,2007-01-12,-0.13,2007-01-12,-10.65
2007-01-11,18.75,2007-01-11,-49.64,2007-01-11,-0.13,2007-01-11,-10.65
2007-01-10,18.84,2007-01-10,-50.92,2007-01-10,3.04,2007-01-10,-10.8
2007-01-09,19.55,2007-01-09,-52.4,2007-01-09,3.2,2007-01-09,-10.95
2007-01-08,20.08,2007-01-08,-53.6,2007-01-08,3.41,2007-01-08,-10.65
2007-01-05,18.88,2007-01-05,-53.55,2007-01-05,3.68,2007-01-05,-10.65
2007-01-04,19,2007-01-04,-49.1,2007-01-04,3.66,2007-01-04,-10.65
2007-01-03,19.11,2007-01-03,-49.55,2007-01-03,3.9,2007-01-03,-10.8
2007-01-02,19.35,2007-01-02,-49.35,2007-01-02,4.03,2007-01-02,-11.05
2007-01-01,20.27,2007-01-01,-49.4,2007-01-01,4,2007-01-01,-11.34
2006-12-29,20.22,2006-12-29,-49.43,2006-12-29,4.08,2006-12-29,-10.65
2006-12-28,19,2006-12-28,-50.88,2006-12-28,3.6,2006-12-28,-10.8
2006-12-27,19.97,2006-12-27,-52.68,2006-12-27,3.2,2006-12-27,-11.45
2006-12-26,19.34,2006-12-26,-51.2,2006-12-26,1.6,2006-12-26,-11.45
2006-12-25,19.33,2006-12-25,-52.68,2006-12-25,2.95,2006-12-25,-11.45
2006-12-22,19.38,2006-12-22,-49.53,2006-12-22,3.23,2006-12-22,-11.45
2006-12-21,20.08,2006-12-21,-49.4,2006-12-21,3.15,2006-12-21,-10.65
2006-12-20,18.9,2006-12-20,-49.44,2006-12-20,2.99,2006-12-20,-10.95
2006-12-19,19.5,2006-12-19,-50.8,2006-12-19,2.97,2006-12-19,-10.95
2006-12-18,20.03,2006-12-18,-52.3,2006-12-18,3.03,2006-12-18,-10.25
2006-12-15,18.85,2006-12-15,-49.45,2006-12-15,2.9,2006-12-15,-10.25
2006-12-14,18.96,2006-12-14,-49.5,2006-12-14,2.9,2006-12-14,-10.45
2006-12-13,19.65,2006-12-13,-50.69,2006-12-13,3.01,2006-12-13,-10.95
2006-12-12,20.35,2006-12-12,-52,2006-12-12,3,2006-12-12,-11.25
2006-12-11,20.82,2006-12-11,-53.4,2006-12-11,2.8,2006-12-11,-10.35
2006-12-08,19.09,2006-12-08,-48.15,2006-12-08,2.68,2006-12-08,-10.45
2006-12-07,19.33,2006-12-07,-47.8,2006-12-07,3.01,2006-12-07,-10.5
2006-12-06,19.58,2006-12-06,-49.59,2006-12-06,3.25,2006-12-06,-10.65
2006-12-05,20.3,2006-12-05,-51.33,2006-12-05,3.4,2006-12-05,-11.05
2006-12-04,20.3,2006-12-04,-53.18,2006-12-04,3.55,2006-12-04,-10.45
2006-12-01,19.82,2006-12-01,-48.82,2006-12-01,3.35,2006-12-01,-10.55
2006-11-30,19.78,2006-11-30,-48.93,2006-11-30,3.46,2006-11-30,-10.75
2006-11-29,20.63,2006-11-29,-53.85,2006-11-29,3.68,2006-11-29,-9.45
2006-11-28,19.08,2006-11-28,-45.91,2006-11-28,3.62,2006-11-28,-9.85
